Geneid,Chr,Start,End,Strand,Length,DA778_ASAP31_PD_NP18-117_AMY_0,DA791_ASAP50_ctrl_NP18-159_AMY_0,DA780_ASAP37_PD_NP19-16_AMY_0,DA783_ASAP45_PD_NP19-255_AMY_0,DA793_ASAP53_ctrl_NP19-36_AMY_0,DA811_ASAP18_PD_NP16-140_AMY_0,DA805_ASAP56_ctrl_NP19-37_AMY_0,AA_ASAP110_ctrl_NP16-119_AMY_0,AA_ASAP114_PD_NP21-57_AMY_0,AA_ASAP115_PD_NP21-208_AMY_0,DA474_ASAP24_PD_NP16-25_AMY_0,DA802_ASAP40_PD_NP19-23_AMY_0,AA_ASAP121_PD_NP17-232_AMY_1,AA_ASAP126_PD_NP19-137_AMY_1,AA_ASAP123_ctrl_NP19-218_AMY_1,AA_ASAP128_PD_NP21-04_AMY_1,AA_ASAP124_ctrl_NP22-37_AMY_1,AA_ASAP131_PD_NP23-21_AMY_1,DA778_ASAP31_PD_NP18-117_AMY_1,DA791_ASAP50_ctrl_NP18-159_AMY_1,DA780_ASAP37_PD_NP19-16_AMY_1,DA783_ASAP45_PD_NP19-255_AMY_1,DA793_ASAP53_ctrl_NP19-36_AMY_1,DA811_ASAP18_PD_NP16-140_AMY_1,DA805_ASAP56_ctrl_NP19-37_AMY_1,AA_ASAP110_ctrl_NP16-119_AMY_1,AA_ASAP113_ctrl_NP18-148_AMY_1,AA_ASAP114_PD_NP21-57_AMY_1,AA_ASAP115_PD_NP21-208_AMY_1,AA_ASAP109_PD_NP21-217_AMY_1,AA_ASAP119_PD_NP22-55_AMY_1,DA474_ASAP24_PD_NP16-25_AMY_1,DA512_ASAP60_ctrl_NP19-45_AMY_1,DA802_ASAP40_PD_NP19-23_AMY_1,DA801_ASAP53_ctrl_NP19-36_AMY_1,AA_ASAP112_ctrl_NP16-293_AMY_2,AA_ASAP120_PD_NP16-285_AMY_2,AA_ASAP121_PD_NP17-232_AMY_2,ASAP122_PD_NP19-91_AMY_2,AA_ASAP126_PD_NP19-137_AMY_2,AA_ASAP123_ctrl_NP19-218_AMY_2,AA_ASAP128_PD_NP21-04_AMY_2,AA_ASAP124_ctrl_NP22-37_AMY_2,AA_ASAP131_PD_NP23-21_AMY_2,DA778_ASAP31_PD_NP18-117_AMY_2,DA791_ASAP50_ctrl_NP18-159_AMY_2,DA780_ASAP37_PD_NP19-16_AMY_2,DA783_ASAP45_PD_NP19-255_AMY_2,DA793_ASAP53_ctrl_NP19-36_AMY_2,DA811_ASAP18_PD_NP16-140_AMY_2,DA807_ASAP29_PD_NP17-191_AMY_2,DA814_ASAP35_PD_NP18-304_AMY_2,DA805_ASAP56_ctrl_NP19-37_AMY_2,AA_ASAP110_ctrl_NP16-119_AMY_2,AA_ASAP113_ctrl_NP18-148_AMY_2,AA_ASAP114_PD_NP21-57_AMY_2,AA_ASAP115_PD_NP21-208_AMY_2,AA_ASAP109_PD_NP21-217_AMY_2,AA_ASAP119_PD_NP22-55_AMY_2,DA474_ASAP24_PD_NP16-25_AMY_2,DA512_ASAP60_ctrl_NP19-45_AMY_2,DA802_ASAP40_PD_NP19-23_AMY_2,DA801_ASAP53_ctrl_NP19-36_AMY_2,AA_ASAP111_ctrl_NP16-284_AMY_3,AA_ASAP112_ctrl_NP16-293_AMY_3,AA_ASAP120_PD_NP16-285_AMY_3,AA_ASAP121_PD_NP17-232_AMY_3,ASAP122_PD_NP19-91_AMY_3,AA_ASAP123_ctrl_NP19-218_AMY_3,AA_ASAP128_PD_NP21-04_AMY_3,AA_ASAP124_ctrl_NP22-37_AMY_3,AA_ASAP131_PD_NP23-21_AMY_3,DA778_ASAP31_PD_NP18-117_AMY_3,DA791_ASAP50_ctrl_NP18-159_AMY_3,DA780_ASAP37_PD_NP19-16_AMY_3,DA783_ASAP45_PD_NP19-255_AMY_3,DA793_ASAP53_ctrl_NP19-36_AMY_3,DA811_ASAP18_PD_NP16-140_AMY_3,DA807_ASAP29_PD_NP17-191_AMY_3,DA805_ASAP56_ctrl_NP19-37_AMY_3,AA_ASAP110_ctrl_NP16-119_AMY_3,AA_ASAP113_ctrl_NP18-148_AMY_3,AA_ASAP114_PD_NP21-57_AMY_3,AA_ASAP115_PD_NP21-208_AMY_3,AA_ASAP109_PD_NP21-217_AMY_3,AA_ASAP119_PD_NP22-55_AMY_3,DA474_ASAP24_PD_NP16-25_AMY_3,DA512_ASAP60_ctrl_NP19-45_AMY_3,DA803_ASAP48_ctrl_NP17-256_AMY_3,DA802_ASAP40_PD_NP19-23_AMY_3,DA801_ASAP53_ctrl_NP19-36_AMY_3,AA_ASAP112_ctrl_NP16-293_AMY_4,AA_ASAP126_PD_NP19-137_AMY_4,AA_ASAP123_ctrl_NP19-218_AMY_4,AA_ASAP131_PD_NP23-21_AMY_4,DA778_ASAP31_PD_NP18-117_AMY_4,DA791_ASAP50_ctrl_NP18-159_AMY_4,DA783_ASAP45_PD_NP19-255_AMY_4,DA793_ASAP53_ctrl_NP19-36_AMY_4,DA811_ASAP18_PD_NP16-140_AMY_4,DA807_ASAP29_PD_NP17-191_AMY_4,DA805_ASAP56_ctrl_NP19-37_AMY_4,AA_ASAP110_ctrl_NP16-119_AMY_4,AA_ASAP113_ctrl_NP18-148_AMY_4,AA_ASAP114_PD_NP21-57_AMY_4,AA_ASAP115_PD_NP21-208_AMY_4,AA_ASAP119_PD_NP22-55_AMY_4,DA474_ASAP24_PD_NP16-25_AMY_4,DA512_ASAP60_ctrl_NP19-45_AMY_4,DA802_ASAP40_PD_NP19-23_AMY_4,DA801_ASAP53_ctrl_NP19-36_AMY_4,AA_ASAP112_ctrl_NP16-293_AMY_5,AA_ASAP120_PD_NP16-285_AMY_5,AA_ASAP121_PD_NP17-232_AMY_5,ASAP122_PD_NP19-91_AMY_5,AA_ASAP126_PD_NP19-137_AMY_5,AA_ASAP123_ctrl_NP19-218_AMY_5,AA_ASAP128_PD_NP21-04_AMY_5,AA_ASAP124_ctrl_NP22-37_AMY_5,AA_ASAP131_PD_NP23-21_AMY_5,DA778_ASAP31_PD_NP18-117_AMY_5,DA791_ASAP50_ctrl_NP18-159_AMY_5,DA779_ASAP33_PD_NP18-287_AMY_5,DA780_ASAP37_PD_NP19-16_AMY_5,DA783_ASAP45_PD_NP19-255_AMY_5,DA793_ASAP53_ctrl_NP19-36_AMY_5,DA811_ASAP18_PD_NP16-140_AMY_5,DA807_ASAP29_PD_NP17-191_AMY_5,DA814_ASAP35_PD_NP18-304_AMY_5,DA815_ASAP37_PD_NP19-16_AMY_5,DA805_ASAP56_ctrl_NP19-37_AMY_5,AA_ASAP110_ctrl_NP16-119_AMY_5,AA_ASAP113_ctrl_NP18-148_AMY_5,AA_ASAP114_PD_NP21-57_AMY_5,AA_ASAP115_PD_NP21-208_AMY_5,AA_ASAP109_PD_NP21-217_AMY_5,AA_ASAP119_PD_NP22-55_AMY_5,DA474_ASAP24_PD_NP16-25_AMY_5,DA512_ASAP60_ctrl_NP19-45_AMY_5,DA800_ASAP20_PD_NP16-160_AMY_5,DA803_ASAP48_ctrl_NP17-256_AMY_5,DA802_ASAP40_PD_NP19-23_AMY_5,DA801_ASAP53_ctrl_NP19-36_AMY_5
HERV_dup2599,chr6,158880395,158889163,-,8769,0.0132978723404255,0.06,0.215686274509804,0.0946372239747634,0.025,0,0.0423728813559322,0.00646551724137931,0,0.0406320541760722,0.15041782729805,0.444444444444444,0,0.00333796940194715,0,0,0,0,0.0526315789473684,0,0,0.0503875968992248,0.0275862068965517,0.0151515151515152,0.0147058823529412,0.00226757369614512,0.00662251655629139,0.0102040816326531,0,0,0.0515463917525773,0,0.00288184438040346,0,0,0.0431965442764579,0,0,0,0,0.00843881856540084,0,0,0,0.0484330484330484,0,0.038961038961039,0.0160427807486631,0.00925925925925926,0,0.0121457489878543,0,0,0,0.0734265734265734,0.0159362549800797,0,0,0,0,0.0256410256410256,0,0.0259067357512953,0,0,0,0,0,0.00380228136882129,0,0,0.0121951219512195,0.0279329608938547,0,0.00632911392405063,0,0,0,0,0,0.030188679245283,0.00625,0,0,0,0.0509554140127389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00173460537727667,0,0,0,0,0.00909090909090909,0,0,0,0,0,0.00579710144927536,0,0,0,0,0.000626959247648903,0,0,0,0,0.000844594594594595,0,0,0,0,0
HERV_dup26,chr10,15011465,15018996,-,7532,0,0,0,0,0,0,0.0305084745762712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00576368876080692,0,0.0119047619047619,0.218142548596112,0.143564356435644,0.759894459102902,0,0.0296803652968037,0.040084388185654,0.0733333333333333,0.429090909090909,0.167247386759582,0.319088319088319,1.11594202898551,0.409090909090909,0.267379679144385,0.0740740740740741,0.466019417475728,0.178137651821862,0.0178571428571429,1.46478873239437,0.143989431968296,0.0786713286713287,0.362549800796813,0.122186495176849,0.305882352941176,0.355828220858896,0.0446735395189003,0.223076923076923,0.378787878787879,0.160621761658031,0,0,0,0,0,0,0,0,0.016260162601626,0.0167597765363128,0,0,0,0,0,0,0.003003003003003,0.0113207547169811,0.046875,0,0,0.018018018018018,0,0.00531914893617021,0,0,0,0.0348837209302326,0.0581395348837209,0,0,0,0.00699300699300699,0.0120481927710843,0.120689655172414,0.00341296928327645,0.00537634408602151,0,0,0.00797448165869218,0,0.0238500851788756,0.01875,0.0634441087613293,0,0.0337078651685393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00117924528301887,0,0,0,0,0,0,0.000844594594594595,0,0,0,0,0.00150375939849624
HERV_dup2602,chr6,16223536,16231761,-,8226,0,0,0,0.00315457413249211,0,0,0.011864406779661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00387596899224806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0396039603960396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00371747211895911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00173460537727667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00427350427350427,0,0,0
HERV_dup2603,chr6,16259465,16265757,-,6293,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000278164116828929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00743494423791822,0,0,0,0,0,0,0.00215982721382289,0,0,0,0.0045662100456621,0.00210970464135021,0,0.0254545454545455,0,0.0142450142450142,0,0,0.0053475935828877,0,0,0,0,0.00176056338028169,0,0.00699300699300699,0.00597609561752988,0.00321543408360129,0,0,0,0,0.00757575757575758,0.00518134715025907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00159489633173844,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000867302688638335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HERV_dup2604,chr6,164336950,164344806,-,7857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0148514851485149,0,0,0.0045662100456621,0.0316455696202532,0,0,0.00348432055749129,0.0455840455840456,0.0144927536231884,0,0.0053475935828877,0.0493827160493827,0,0,0,0.0299295774647887,0.00132100396301189,0.0384615384615385,0.0099601593625498,0,0,0,0,0.0102564102564103,0,0.274611398963731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00604229607250755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HERV_dup2607,chr6,164807530,164814293,-,6764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0158730158730159,0,0.0116279069767442,0.0197368421052632,0.00680272108843537,0.0172413793103448,0.0232558139534884,0,0.0151515151515152,0.0147058823529412,0.00453514739229025,0.00662251655629139,0.0102040816326531,0.00185873605947955,0,0,0.0087463556851312,0.00576368876080692,0.01,0,0.00431965442764579,0,0.0079155672823219,0,0,0,0,0.0181818181818182,0,0.0142450142450142,0,0.012987012987013,0,0.00925925925925926,0,0,0.0357142857142857,0.00176056338028169,0.011889035667107,0.00524475524475524,0.0219123505976096,0.00321543408360129,0,0.00613496932515337,0.0103092783505155,0.0102564102564103,0.0378787878787879,0.00518134715025907,0.0457516339869281,0.0258064516129032,0.0185185185185185,0.0795454545454545,0.0568181818181818,0.163498098859316,0.0570570570570571,0.0969162995594714,0.0284552845528455,0.251396648044693,0.289473684210526,0.215189873417722,0.134831460674157,0.122676579925651,0.144736842105263,0.0344827586206897,0.108108108108108,0.0943396226415094,0.134375,0.159159159159159,0.053030303030303,0.0720720720720721,0.114649681528662,0.132978723404255,0.119205298013245,0.00970873786407767,0.0535714285714286,0.168604651162791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00140449438202247,0,0.00106609808102345,0,0,0,0,0,0,0.000626959247648903,0,0,0,0,0,0,0,0,0,0
HERV_dup2620,chr6,21351965,21368721,-,16757,0.00265957446808511,0,0,0,0,0.0357142857142857,0,0,0,0,0.00278551532033426,0,0,0.00166898470097357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00288184438040346,0,0,0,0,0,0,0,0,0,0,0,0.0142450142450142,0,0,0,0.00308641975308642,0.00970873786407767,0,0,0.0140845070422535,0.00396301188903567,0,0.00398406374501992,0,0,0,0,0.00256410256410256,0.00757575757575758,0,0,0,0,0,0,0,0.00600600600600601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00531914893617021,0,0,0,0,0,0,0,0,0,0,0,0.00341296928327645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015625,0,0,0.00106609808102345,0.00561797752808989,0.000966183574879227,0,0,0,0,0,0,0,0,0,0.000844594594594595,0,0,0,0,0.00150375939849624
HERV_dup2623,chr6,24667859,24683904,-,16046,0.0106382978723404,0.005,0.176470588235294,0.00946372239747634,0.03125,0,0.0389830508474576,0.0129310344827586,0.0517241379310345,0.0270880361173815,0,0.0606060606060606,0,0.00528511821974965,0.553571428571429,0,0,0.0116279069767442,0.00657894736842105,0,0.0689655172413793,0.0387596899224806,0.186206896551724,0.151515151515152,0.117647058823529,0,0,0.0816326530612245,0.00929368029739777,0,0,0.0174927113702624,0.00288184438040346,0.02,0.0238095238095238,0.0669546436285097,0,0.0184696569920844,0,0.00684931506849315,0.080168776371308,0,0,0,0.0712250712250712,0.0869565217391304,0.0974025974025974,0,0.0771604938271605,0.0388349514563107,0.0364372469635627,0,0.269366197183099,0.0250990752972259,0.0157342657342657,0.0796812749003984,0.00964630225080386,0,0,0.0343642611683849,0.0512820512820513,0.0909090909090909,0.124352331606218,0,0,0,0,0,0.0418250950570342,0.105105105105105,0.0440528634361234,0.040650406504065,0.139664804469274,0.0175438596491228,0.0443037974683544,0,0.0520446096654275,0.0526315789473684,0.120689655172414,0.00900900900900901,0.0415094339622641,0.00625,0.012012012012012,0,0,0,0.0797872340425532,0,0,0,0.203488372093023,0.0348837209302326,0,0.00221238938053097,0,0.104895104895105,0,0.00862068965517241,0.00341296928327645,0.0698924731182796,0.0353982300884956,0.0171821305841924,0.0287081339712919,0,0.030664395229983,0,0.0181268882175227,0.0289256198347107,0,0,0.0138248847926267,0.0267175572519084,0,0,0.0206677265500795,0.0194707938092861,0.122289679098005,0.036144578313253,0.0229276895943563,0.205438066465257,0.00806451612903226,0.0606060606060606,0.0546875,0.137640449438202,0,0.0330490405117271,0.219101123595506,0.101449275362319,0.0441988950276243,0.52317880794702,0.0283018867924528,0.037037037037037,0.0576802507836991,0.0213869086195723,0,0.0649717514124294,0.0679851668726823,0.0532094594594595,0.00303030303030303,0.226495726495726,0,0,0.0676691729323308
HERV_dup2631,chr6,29875650,29881048,-,5399,0,0,0,0.264984227129338,0,0.0357142857142857,0.0203389830508475,0.0366379310344828,0,0,0,0,0,0,0,0,0,0,0,0,0.163793103448276,0.189922480620155,0,0.106060606060606,0.053921568627451,0.0793650793650794,0,0,0,0,0,0,0,0,0,0.0172786177105832,0.103960396039604,0,0,0.00684931506849315,0,0.00666666666666667,0,0.0139372822299652,0,0,0.448051948051948,0.0427807486631016,0,0.0776699029126214,0,0,0.0633802816901408,0.322324966974901,0,0.181274900398406,0,0.0235294117647059,0.0368098159509202,0,0,0,0,0,0.109677419354839,0,0,0,0,0.465465465465465,0,0.0365853658536585,0,0,0.392405063291139,0.0224719101123595,0,0.0131578947368421,0,0.048048048048048,0.324528301886792,0,0.0630630630630631,0,0.0540540540540541,0.101910828025478,0,0,0.00970873786407767,0,0,0.348837209302326,0.0395869191049914,0,0,0,0,0,0,0,0,0.0171821305841924,0.0223285486443381,0,0.0272572402044293,0,0.00906344410876133,0,0,0,0,0.00508905852417303,0,0,0,0.00249625561657514,0,0,0,0,0,0,0,0.0140449438202247,0,0,0.050561797752809,0,0,0,0.0035377358490566,0,0,0.00194426441996111,0,0.0235404896421846,0.0173053152039555,0,0,0,0,0,0
HERV_dup2632,chr6,3052609,3055527,+,2919,0,0,0.0294117647058824,0,0.075,0,3.54576271186441,0,0,0,0.00835654596100279,0,0,0.000278164116828929,0,0,0,0,0,0,0.0172413793103448,0.0232558139534884,0,0,0.725490196078431,0,0,0,0,0,0,0.00291545189504373,0,0,0,0,0,0,0,0,0.0147679324894515,0,0,0,0,0,0,0,0,0,0.0121457489878543,0,13.2764084507042,0.00132100396301189,0.027972027972028,0.00597609561752988,0,0,0,0.0274914089347079,0,0,0.00518134715025907,0,0,0,0,0,0,0,0,0,0,0,0,0.0112359550561798,0.0446096654275093,0,0,0.036036036036036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0756013745704467,0,0,0,0,0,0.00826446280991736,0,0,0,0.00381679389312977,0,0,0,0,0.002601908065915,0,0,0,0,0,0,0,0,0,0,0.00289855072463768,0,0,0.0400943396226415,0,0,0,0,0,0,0,0,0,0,0,0
HERV_dup2635,chr6,3167220,3174989,+,7770,0,0,0.00980392156862745,0,0.0375,0,0.0542372881355932,0,0,0,0,0.0202020202020202,0,0.00389429763560501,0,0,0,0,0,0,0,0.00387596899224806,0,0,0.00980392156862745,0,0,0,0,0,0.0515463917525773,0.00583090379008746,0,0.01,0,0,0,0,0,0,0,0.02,0,0,0.0626780626780627,0,0,0.0320855614973262,0.0185185185185185,0,0.0161943319838057,0.446428571428571,0.00880281690140845,0.00132100396301189,0,0,0,0,0,0.0171821305841924,0.0538461538461538,0,0.0518134715025907,0,0,0,0,0,0,0.12012012012012,0,0,0.111731843575419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178571428571429,0.0116279069767442,0,0,0,0,0,0,0,0,0,0,0,0.00159489633173844,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0320901994796184,0,0,0,0,0,0,0,0,0,0,0.00193236714975845,0,0,0,0,0,0.00129617627997408,0,0,0,0,0,0,0,0,0.00150375939849624
HERV_dup2643,chr6,35554118,35567686,-,13569,0.00797872340425532,0.02,0,0.0189274447949527,0.025,0,0.0593220338983051,0.00862068965517241,0,0.0090293453724605,0.00278551532033426,0.0202020202020202,0,0.0019471488178025,0,0.46031746031746,0,0.0116279069767442,0.0131578947368421,0,0.00862068965517241,0.00387596899224806,0,0.0757575757575758,0.0147058823529412,0.0113378684807256,0,0,0.0297397769516729,0,0,0.0291545189504373,0.00288184438040346,0,0,0.138228941684665,0.0247524752475248,0.353562005277045,0,0.0376712328767123,0.0611814345991561,0.326666666666667,0.403636363636364,0.449477351916376,0.108262108262108,0.173913043478261,0.194805194805195,0.0106951871657754,0.0339506172839506,0.116504854368932,0.165991902834008,0,0.0827464788732394,0.083223249669749,0.0437062937062937,0.0179282868525896,0.00321543408360129,0,0.226993865030675,0.11340206185567,0.0743589743589744,0.0606060606060606,0.0103626943005181,0.209150326797386,0.245161290322581,0,0.0227272727272727,0,0.0152091254752852,0.042042042042042,0.00881057268722467,0.0447154471544715,0.474860335195531,0.114035087719298,0.0506329113924051,0.0112359550561798,0.0297397769516729,0,0.0344827586206897,0.0630630630630631,0.113207547169811,0.08125,0.003003003003003,0.0151515151515152,0.00900900900900901,0.0127388535031847,0.164893617021277,0.0397350993377483,0,0,0.174418604651163,0.0116279069767442,0,0.00884955752212389,0,0.027972027972028,0.204819277108434,0,0,0.150537634408602,0.106194690265487,0.0103092783505155,0,0.0192307692307692,0.00170357751277683,0.00625,0.00906344410876133,0.140495867768595,0,0.0810810810810811,0.0184331797235023,0.106870229007634,1.25,0.121428571428571,0.00476947535771065,0.0264603095356965,0.136166522116219,0.325301204819277,0.246913580246914,0.344410876132931,0.0645161290322581,0.0757575757575758,2.90625,0.161516853932584,0,0.011727078891258,0.117977528089888,0.179710144927536,0.00552486187845304,1.08609271523179,0.0294811320754717,0.0111111111111111,0.00940438871473354,0.0123136746597537,0.00188323917137476,0.138418079096045,0.238566131025958,0.135135135135135,0.00606060606060606,0.264957264957265,0,0.0441767068273092,0.00300751879699248
HERV_dup2646,chr6,40861389,40868726,-,7338,0.00265957446808511,0.015,0,0.0157728706624606,0.00625,0,0,0.0021551724137931,0,0,0.0362116991643454,0,0.0166666666666667,0.00111265646731572,0,0,0,0,0.0197368421052632,0.0612244897959184,0.724137931034483,0.116279069767442,0.103448275862069,0.439393939393939,0.0196078431372549,0.0770975056689342,0.0596026490066225,0,0.0483271375464684,0,0.0309278350515464,0.0553935860058309,0.0172910662824208,0.12,0.297619047619048,0.151187904967603,0.123762376237624,0.203166226912929,1.85964912280702,0.0148401826484018,0.0189873417721519,0.0666666666666667,0,0,0.0227920227920228,0.0434782608695652,0.0194805194805195,0.0267379679144385,0.0216049382716049,0.058252427184466,0.00809716599190283,0,0,0.00264200792602378,0.0454545454545455,0.0119521912350598,0.0128617363344051,0,0.104294478527607,0.00687285223367698,0.00512820512820513,0,0.0725388601036269,0,0,0,0,0,0,0,0.0837004405286344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00319829424307036,0,0,0,0,0,0,0,0,0,0,0.00123609394313968,0,0,0,0,0,0
HERV_dup2647,chr6,42893647,42903472,-,9826,0,0.005,0.0196078431372549,0,0,0,0.00677966101694915,0,0,0,0.00278551532033426,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00490196078431373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00352112676056338,0.00132100396301189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0127388535031847,0,0,0,0,0,0,0,0.00221238938053097,0,0.00699300699300699,0,0,0,0.0268817204301075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00125391849529781,0,0,0,0,0,0,0,0,0,0
HERV_dup265,chr1,1412252,1418852,-,6601,0.0930851063829787,0.165,0.0588235294117647,0.0725552050473186,0.03125,0.0178571428571429,0.457627118644068,0.0193965517241379,0,0.0203160270880361,0.0278551532033426,0.0505050505050505,0,0.00111265646731572,0,0,0,0,0,0.0476190476190476,0.301724137931034,0.0387596899224806,0.0344827586206897,0,0.0392156862745098,0.0090702947845805,0,0.0204081632653061,0.0223048327137546,0,0,0.0612244897959184,0.0547550432276657,0.11,0.0238095238095238,0.602591792656587,0.356435643564356,0.358839050131926,0,0.0582191780821918,0.0168776371308017,0.04,0.465454545454545,0.337979094076655,1.1994301994302,0.565217391304348,0.428571428571429,0.155080213903743,0.287037037037037,0.504854368932039,0.0364372469635627,0.5,0.936619718309859,0.361955085865258,0.195804195804196,0.201195219123506,0.0321543408360129,0.0823529411764706,0.141104294478528,0.0927835051546392,0.220512820512821,0.507575757575758,1.25388601036269,0.0522875816993464,0.0451612903225806,0.0185185185185185,0.00568181818181818,0,0.391634980988593,0.21021021021021,0.00881057268722467,0.0040650406504065,0.212290502793296,0.140350877192982,0.379746835443038,0.0674157303370786,0.122676579925651,0.315789473684211,0.0603448275862069,0.114114114114114,0.0566037735849057,0.025,0.0930930930930931,0.0757575757575758,0,0.0764331210191083,0.0212765957446809,0.0298013245033113,0.00970873786407767,0.0892857142857143,0.25,0.0116279069767442,0.00516351118760757,0,0,0.020979020979021,0.0120481927710843,0,0.00341296928327645,0.00537634408602151,0,0.0103092783505155,0.00159489633173844,0,0.0187393526405451,0,0,0,0,0.0945945945945946,0,1.38422391857506,4.10714285714286,0.171428571428571,0.701112877583466,0.156764852720919,0.231569817866435,1.74698795180723,0.63668430335097,1.64350453172205,0.298387096774194,0.296969696969697,11.2109375,1.44522471910112,0.0301507537688442,0.426439232409382,0.865168539325843,0.697584541062802,0.541436464088398,3.77483443708609,0.405660377358491,0.0777777777777778,0.159247648902821,0.163318211276734,0.0414312617702448,0.346516007532957,0.971569839307787,0.433277027027027,0.172727272727273,2.65384615384615,0.0178571428571429,0.244979919678715,1.0390977443609
HERV_dup2651,chr6,44872700,44888971,+,16272,0.0585106382978723,0.005,0.274509803921569,0.056782334384858,0.15625,0.0178571428571429,0.0338983050847458,0.0021551724137931,0,0.0632054176072235,0.0362116991643454,0.131313131313131,0,0.00584144645340751,0,0.0158730158730159,0,0,0.171052631578947,0.0374149659863946,0.0517241379310345,0.0542635658914729,0.0896551724137931,0,0.0147058823529412,0.0090702947845805,0.0132450331125828,0.0714285714285714,0.00185873605947955,0,0,0.032069970845481,0,0.21,0.464285714285714,0,0,0,0,0.00114155251141553,0.0337552742616034,0,0.0618181818181818,0,0,0,0,0,0.0185185185185185,0,0,0,0.0299295774647887,0.0409511228533686,0.0174825174825175,0.0617529880478088,0,0,0.0858895705521472,0,0,0.00757575757575758,0.139896373056995,0,0,0,0,0,0.399239543726236,0.021021021021021,0.101321585903084,0,0.206703910614525,0.043859649122807,0.234177215189873,0.0112359550561798,0.0223048327137546,0.0131578947368421,0,0.03003003003003,0.0377358490566038,0.01875,0.207207207207207,0,0,0,0.0265957446808511,0.0033112582781457,0,0,0.00581395348837209,0,0.00344234079173838,0,0,0.181818181818182,0,0,0,0.010752688172043,0,0.00687285223367698,0,0.00320512820512821,0.0596252129471891,0.01875,0,0.012396694214876,0,0,0,0.0190839694656489,0,0.0119047619047619,0,0.000998502246630055,0.0277536860364267,0.0240963855421687,0.0141093474426808,0,0,0.00303030303030303,0,0.0210674157303371,0,0.0106609808102345,0.0280898876404494,0.0550724637681159,0,0,0.0188679245283019,0,0,0.050550874918989,0,0.00376647834274953,0.0543881334981459,0.03125,0,0.00427350427350427,0,0,0.0601503759398496
